identifier,key_cricinfo,unique_name,name,born,bat_style,bowl_style,field_pos
d3611425,573930,LI Meriwala,Lukman Iqbal Meriwala,"December 11, 1991, Makan, Baroda",Left hand Bat,Left arm Fast medium, 
5bb1a1c4,236779,I Sharma,Ishant Sharma,"September 02, 1988, Delhi",Right hand Bat,Right arm Fast medium, 
a84468fe,45782,DJ Jacobs,David Johan Jacobs,"November 04, 1982, Klerksdorp, Transvaal",Right hand Bat,Right arm Medium,Wicketkeeper
11614d87,327830,D Pretorius,Dwaine Pretorius,"March 29, 1989, Randfontein",Right hand Bat,Right arm Medium fast, 
d7a57f75,44938,D du Preez,Dillon du Preez,"November 08, 1981, Port Elizabeth, Cape Province",Right hand Bat,Right arm Fast medium, 
888e32bf,56283,Abdur Razzak,Abdur Razzak,"June 15, 1982, Khulna",Left hand Bat,Slow Left arm Orthodox, 
557153ca,371814,KK Cooper,Kevon Keston Cooper,"February 16, 1989, Trinidad",Right hand Bat,Right arm Medium, 
cd8d2859,1111917,DG Nalkande,Darshan Girish Nalkande,"October 04, 1998, Wardha, Maharashtra",Right hand Bat,Right arm Fast medium, 
3edb58fc,16932,AD Mascarenhas,Adrian Dimitri Mascarenhas,"October 30, 1977, Chiswick, Middlesex",Right hand Bat,Right arm Fast medium, 
aedc3b7c,554700,NS Naik,Nikhil Shankar Naik,"November 09, 1994, Savantwadi, Maharashtra",Right hand Bat, ,Wicketkeeper
3ae3f034,430401,AUK Pathan,Asad Ullah Khan Pathan,"June 17, 1984, Ankleshwar, Gujarat",Right hand Bat,Right arm Medium, 
2.50E+166,5702,JR Hopes,James Redfern Hopes,"October 24, 1978, Townsville, Queensland",Right hand Bat,Right arm Medium, 
ff1e12a0,500268,AJ Turner,Ashton James Turner,"January 25, 1993, Perth",Right hand Bat,Right arm Offbreak, 
a9da7784,297583,KJ Abbott,Kyle John Abbott,"June 18, 1987, Empangeni, KwaZulu-Natal",Right hand Bat,Right arm Fast medium, 
6dbcf855,554699,VH Zol,Vijay Hari Zol,"November 23, 1994, Jalna, Maharashtra",Left hand Bat,Right arm Offbreak, 
c64c2443,35261,J Syed Mohammad,Jamaluddin Syed Mohammad,"June 03, 1983, Madras (now Chennai), Tamil Nadu",Left hand Bat,Slow Left arm Orthodox, 
4bd09374,1206039,Akash Madhwal,Akash Madhwal,"November 25, 1993, Roorkee",Right hand Bat,Right arm Medium fast, 
6581d753,45797,JM Kemp,Justin Miles Kemp,"October 02, 1977, Queenstown, Cape Province",Right hand Bat,Right arm Fast medium, 
75224f22,677081,KMA Paul,Keemo Mandela Angus Paul,"February 21, 1998, Guyana",Right hand Bat,Right arm Fast medium, 
663b5e34,956871,PN Mankad,Prerak Nileshkumar Mankad,"April 23, 1994, Sirohi, Saurashtra",Right hand Bat,Right arm Medium, 
67af6f81,55698,RW Price,Raymond William Price,"June 12, 1976, Salisbury (now Harare)",Right hand Bat,Slow Left arm Orthodox, 
c42aaf71,31001,M Manhas,Mithun Manhas,"October 12, 1979, Jammu",Right hand Bat,Right arm Offbreak,Wicketkeeper
271f83cd,446507,SA Yadav,Suryakumar Ashok Yadav,"September 14, 1990, Mumbai, Maharashtra",Right hand Bat,"Right arm Medium, Right arm Offbreak", 
91a4a398,30102,Z Khan,Zaheer Khan,"October 08, 1978, Shrirampur, Maharashtra",Right hand Bat,Left arm Fast medium, 
38f2c66c,307448,VS Yeligati,Vikrant Shyam Yeligati,"April 23, 1985, Bombay (now Mumbai), Maharashtra",Right hand Bat,Right arm Offbreak, 
0f12f9df,233514,NLTC Perera,Narangoda Liyanaarachchilage Thisara Chirantha Perera,"April 03, 1989, Colombo",Left hand Bat,Right arm Medium fast, 
d167edd3,446548,SM Boland,Scott Michael Boland,"April 11, 1989, Melbourne, Australia",Right hand Bat,Right arm Fast medium, 
f29185a1,1070183,Abhishek Sharma,Abhishek Sharma,"September 04, 2000, Amritsar, Punjab",Left hand Bat,Slow Left arm Orthodox, 
249abedf,237199,Jalaj S Saxena,Jalaj Sahai Saxena,"December 15, 1986, Indore, Madhya Pradesh",Right hand Bat,"Right arm Offbreak, Legbreak Googly", 
1be70c88,50431,LPC Silva,Lindamlilage Prageeth Chamara Silva,"December 14, 1979, Panadura",Right hand Bat,Legbreak, 
6165bca6,302582,A Mukund,Abhinav Mukund,"January 06, 1990, Madras (now Chennai), Tamil Nadu",Left hand Bat,Legbreak Googly, 
b2570b38,28846,RV Gomez,Raiphi Vincent Gomez,"October 16, 1985",Right hand Bat,Right arm Medium, 
f6d8a7ab,1159843,K Kartikeya,Kumar Kartikeya Singh,"December 26, 1997, Kuwasi, Sultanpur, Uttar Pradesh",Right hand Bat,"Slow Left arm Orthodox, Left arm Wrist spin", 
7c3b3b78,1209292,VG Arora,Vaibhav Gopal Arora,"December 14, 1997",Right hand Bat,Right arm Fast medium, 
872b03f7,1151270,A Badoni,Ayush Badoni,"December 03, 1999, Delhi",Right hand Bat,Right arm Offbreak, 
6b19d823,31107,A Mishra,Amit Mishra,"November 24, 1982, Delhi",Right hand Bat,Legbreak, 
04a418e8,1079434,R Parag,Riyan Parag,"November 10, 2001, Guwahati, Assam",Right hand Bat,Legbreak, 
1ee08e9a,774223,JA Richardson,Jhye Avon Richardson,"September 20, 1996, Murdoch, Western Australia",Right hand Bat,Right arm Fast, 
dd09ff8e,6278,B Lee,Brett Lee,"November 08, 1976, Wollongong, New South Wales",Right hand Bat,Right arm Fast, 
abb83e27,297433,JM Bairstow,Jonathan Marc Bairstow,"September 26, 1989, Bradford, Yorkshire",Right hand Bat,Right arm Medium,Wicketkeeper
23cca426,820691,OF Smith,Odean Fabian Smith,"November 01, 1996, St. Elizabeth, Jamaica",Right hand Bat,Right arm Fast medium, 
249d60c9,244497,AU Rashid,Adil Usman Rashid,"February 17, 1988, Bradford, Yorkshire",Right hand Bat,Legbreak, 
d2c2b2d5,35320,SR Tendulkar,Sachin Ramesh Tendulkar,"April 24, 1973, Bombay (now Mumbai), Maharashtra",Right hand Bat,"Right arm Offbreak, Legbreak Googly", 
2c76b512,528985,DJ Muthuswami,Domnic Joseph Muthuswami,"March 09, 1981, Pune, Maharashtra",Right hand Bat,Right arm Medium, 
4d7f517e,530812,AJ Hosein,Akeal Jerome Hosein,"April 25, 1993, Port-of-Spain",Left hand Bat,Slow Left arm Orthodox, 
5b7ab5a9,1108375,CV Varun,Varun Chakravarthy Vinod,"August 29, 1991, Bidar, Karnataka",Right hand Bat,Legbreak Googly, 
e86754b2,550235,TK Curran,Thomas Kevin Curran,"March 12, 1995, Cape Town, Cape Province",Right hand Bat,Right arm Fast medium, 
2c25d4f5,1119026,D Padikkal,Devdutt Padikkal,"July 07, 2000, Edapal, Kerala",Left hand Bat,Right arm Offbreak, 
e342e5fb,457249,CR Brathwaite,Carlos Ricardo Brathwaite,"July 18, 1988, Barbados",Right hand Bat,Right arm Fast medium, 
a818c1be,277912,TA Boult,Trent Alexander Boult,"July 22, 1989, Rotorua",Right hand Bat,Left arm Fast medium, 
69be866a,376324,Anureet Singh,Kathuria Anureet Singh,"March 02, 1988, Delhi",Right hand Bat,Right arm Medium, 
5d2eea49,1122918,Kartik Tyagi,Kartik Tyagi,"November 08, 2000, Hapur, Uttar Pradesh",Right hand Bat,Right arm Fast, 
f18ba07f,1083128,Ankit Soni,Ankit Soni,"August 02, 1993",Right hand Bat,Legbreak, 
7bb62642,26252,Anirudh Singh,Anirudh Singh,"August 02, 1980, Hyderabad, Andhra Pradesh",Left hand Bat,Right arm Medium, 
3a02626a,324444,AG Paunikar,Amit Gajanan Paunikar,"April 18, 1988, Nagpur, Maharashtra, India",Right hand Bat, ,Wicketkeeper
9b4935c8,5236,CJ Ferguson,Callum James Ferguson,"November 21, 1984, North Adelaide, South Australia",Right hand Bat,Right arm Medium, 
12eddf28,5779,RJ Harris,Ryan James Harris,"October 11, 1979, Sydney, New South Wales",Right hand Bat,Right arm Fast, 
c28e9f12,1082859,Tejas Baroka,Tejas Baroka,"February 01, 1996, Pondicherry",Right hand Bat,Legbreak Googly, 
53f27a35,430125,BB Samantray,Biplab Bipin Samantray,"December 14, 1988, Cuttack, Orissa",Right hand Bat,Right arm Medium, 
4329fbb5,8180,SR Watson,Shane Robert Watson,"June 17, 1981, Ipswich, Queensland",Right hand Bat,Right arm Fast medium, 
6c19c6e5,1151278,YBK Jaiswal,Yashasvi Bhupendra Kumar Jaiswal,"December 28, 2001, Suriyawan, Bhadohi, Uttar Pradesh",Left hand Bat,Legbreak, 
fdf7491e,967603,IC Porel,Ishan Chandranath Porel,"September 05, 1998, Hooghly, Bengal",Right hand Bat,Right arm Medium, 
a2870fb7,32240,Niraj Patel,Niraj Kanubhai Patel,"March 26, 1981, Ahmedabad, Gujarat",Left hand Bat, , 
4125d931,527663,J Suchith,Jagadeesha Suchith,"January 16, 1994, Mysore",Left hand Bat,Slow Left arm Orthodox, 
8b9704ae,26236,L Ablish,Love Ablish,"December 03, 1982, Ludhiana, Punjab",Right hand Bat,Right arm Medium fast, 
8cf9814c,481896,Mohammed Shami,Mohammed Shami Ahmed,"September 03, 1990, Amroha, Uttar Pradesh",Right hand Bat,Right arm Fast, 
7d415ea5,7133,RT Ponting,Ricky Thomas Ponting,"December 19, 1974, Launceston, Tasmania",Right hand Bat,Right arm Medium, 
1558d83b,499660,GS Sandhu,Gurinder Singh Sandhu,"June 14, 1993, Blacktown, New South Wales",Left hand Bat,Right arm Fast medium, 
69d03465,326434,AT Carey,Alex Tyson Carey,"August 27, 1991, Loxton, South Australia",Left hand Bat, ,Wicketkeeper
0fa5042b,7502,L Ronchi,Luke Ronchi,"April 23, 1981, Dannevirke, Manawatu, New Zealand",Right hand Bat, ,Wicketkeeper
8abdf100,277662,CJ Anderson,Corey James Anderson,"December 13, 1990, Christchurch, Canterbury",Left hand Bat,Left arm Medium fast, 
85ec8e33,642519,SS Iyer,Shreyas Santosh Iyer,"December 06, 1994, Mumbai",Right hand Bat,"Right arm Offbreak, Legbreak Googly", 
48a1d7b7,670025,SO Hetmyer,Shimron Odilon Hetmyer,"December 26, 1996, Cumberland, Berbice, Guyana",Left hand Bat, , 
fd835ab3,5766,DJ Hussey,David John Hussey,"July 15, 1977, Mt Lawley, Perth, Western Australia",Right hand Bat,Right arm Offbreak, 
7c7d63a2,459508,AJ Tye,Andrew James Tye,"December 12, 1986, Perth, Western Australia",Right hand Bat,Right arm Medium fast, 
235c2bb6,436757,H Klaasen,Heinrich Klaasen,"July 30, 1991, Pretoria, Transvaal",Right hand Bat,Right arm Offbreak,Wicketkeeper
64a4c383,34118,S Sriram,Sridharan Sriram,"February 21, 1976, Madras (now Chennai), Tamil Nadu",Left hand Bat,Slow Left arm Orthodox, 
78eb4223,230553,KAJ Roach,Kemar Andre Jamal Roach,"June 30, 1988, St. Lucy, Barbados",Right hand Bat,Right arm Fast medium, 
b2a79f17,315623,B Laughlin,Ben Laughlin,"October 03, 1982, Box Hill, Victoria",Right hand Bat,Right arm Fast medium, 
c38d3503,1079848,Shivam Mavi,Shivam Pankaj Mavi,"November 26, 1998, Noida, Uttar Pradesh",Right hand Bat,Right arm Fast medium, 
29e95537,277916,AM Rahane,Ajinkya Madhukar Rahane,"June 06, 1988, Ashwi-KD, Maharashtra",Right hand Bat,Right arm Medium, 
53fe6ee4,6285,DS Lehmann,Darren Scott Lehmann,"February 05, 1970, Gawler, South Australia",Left hand Bat,Slow Left arm Orthodox, 
52294a79,1350761,H Sharma,Himanshu Sharma,"June 06, 1998",Right hand Bat,Legbreak, 
45eda7c8,326637,CA Lynn,Christopher Austin Lynn,"April 10, 1990, Brisbane, Queensland",Right hand Bat,Slow Left arm Orthodox, 
87e562a9,51439,DJ Bravo,Dwayne John Bravo,"October 07, 1983, Santa Cruz, Trinidad",Right hand Bat,Right arm Medium, 
26d76ad9,720465,Virat Singh,Virat Binod Singh,"December 08, 1997, East Singhbhum, Bihar",Left hand Bat,Legbreak Googly, 
a24be938,851403,VR Iyer,Venkatesh Rajasekaran Iyer,"December 25, 1994, Indore, Madhya Pradesh",Left hand Bat,Right arm Medium, 
be24ead0,1079470,Ramandeep Singh,Ramandeep Singh,"April 13, 1997, Chandigarh",Right hand Bat,Right arm Medium, 
e186f49c,56007,Mashrafe Mortaza,Mashrafe Bin Mortaza,"October 05, 1983, Norail, Jessore",Right hand Bat,Right arm Fast medium, 
9385de2e,1083851,SS Prabhudessai,Suyash S Prabhudessai,"December 06, 1997",Right hand Bat,Right arm Medium, 
855a210c,333904,AP Tare,Aditya Prakash Tare,"November 07, 1987, Bombay (now Mumbai), Maharashtra",Right hand Bat, ,Wicketkeeper
acd4f5dc,272949,DP Vijaykumar,David Paidikalva Vijaykumar,"October 20, 1986, Paidikalva, Andhra Pradesh",Right hand Bat,Right arm Medium, 
d2a6c0e6,24598,EJG Morgan,Eoin Joseph Gerard Morgan,"September 10, 1986, Dublin",Left hand Bat,Right arm Medium,Occasional Wicketkeeper
addfb70e,8076,SW Tait,Shaun William Tait,"February 22, 1983, Bedford Park, Adelaide, South Australia",Right hand Bat,Right arm Fast, 
fb24e76c,694209,Monu Kumar,Monu Kumar Singh,"November 05, 1994, Ranchi, Bihar",Right hand Bat,Right arm Medium, 
9ff100a6,28792,RS Gavaskar,Rohan Sunil Gavaskar,"February 20, 1976, Kanpur, Uttar Pradesh",Left hand Bat,Slow Left arm Orthodox, 
99b75528,308967,JC Buttler,Joseph Charles Buttler,"September 08, 1990, Taunton, Somerset",Right hand Bat, ,Wicketkeeper
9868bc75,49700,BMAJ Mendis,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,"January 15, 1983, Colombo",Left hand Bat,Legbreak, 
c16d4035,297628,SW Billings,Samuel William Billings,"June 15, 1991, Pembury, Kent",Right hand Bat, ,Wicketkeeper
